Customer_ID,Name,Age,Gender,City,Income
4006,Reyansh Iyer,52.0,Female,Hyderabad,1433542.0
2538,Ira Iyer,34.0,Male,Hyderabad,1320939.0
2875,Saanvi Patel,,,Jaipur,1520878.0
1595,Ishaan Singh,26.0,Male,Mumbai,1666213.0
1264,Pari Patel,60.0,Male,Hyderabad,1627170.0
3194,Riya Joshi,46.0,Other,Mumbai,720737.0
3575,Ira Iyer,18.0,Male,Surat,486677.0
1219,Shaurya Patel,40.0,Other,Jaipur,1105451.0
3101,Ira Kumar,51.0,Male,,2691328.0
300,Krishna Sharma,20.0,Female,Hyderabad,1939752.0
2355,Ishaan Das,52.0,Female,,1940222.0
1552,Reyansh Sharma,69.0,Female,Kolkata,1771311.0
2694,Ishaan Kumar,51.0,Other,,464557.0
1279,Ishaan Das,54.0,Female,Chennai,1664589.0
4982,Myra Joshi,19.0,Female,Jaipur,344738.0
405,Diya Sharma,55.0,Male,Delhi,1772463.0
4150,Shaurya Iyer,58.0,Female,Mumbai,248955.0
3502,Aadhya Reddy,40.0,Female,Jaipur,1499172.0
3130,Ira Patel,54.0,Female,Mumbai,609787.0
63,Saanvi Kumar,38.0,Male,Chennai,1052572.0
4737,Pari Kumar,45.0,Male,Kolkata,2836128.0
1295,Myra Sharma,,Female,Delhi,473814.0
1888,Myra Kumar,56.0,Male,Delhi,837419.0
1924,Ishaan Patel,31.0,Male,Pune,739748.0
1361,Reyansh Sharma,46.0,Male,Jaipur,377155.0
96,Vivaan Gupta,40.0,Other,,1079753.0
3478,Myra Joshi,23.0,Other,Pune,1426643.0
4795,Shaurya Iyer,52.0,Female,Surat,639338.0
1570,Vivaan Gupta,39.0,Female,Surat,1410752.0
1276,Arjun Patel,66.0,Female,Delhi,1933007.0
2396,Aadhya Kumar,59.0,Male,Ahmedabad,402642.0
281,Reyansh Gupta,47.0,Other,Chennai,203353.0
2482,Ira Das,29.0,Other,Hyderabad,1765483.0
2500,Pari Joshi,31.0,Female,Delhi,1674568.0
2099,Riya Mehta,26.0,Male,Ahmedabad,1476582.0
2097,Aadhya Mehta,40.0,Male,Pune,720592.0
1223,Ananya Reddy,22.0,Female,Ahmedabad,
3867,Aanya Kumar,69.0,Other,Pune,283965.0
4473,Sai Kumar,18.0,Female,Bangalore,575000.0
2738,Myra Mehta,31.0,Male,Chennai,1971482.0
1305,Aadhya Reddy,19.0,Female,Delhi,1817703.0
4522,Vivaan Patel,39.0,,Ahmedabad,1501920.0
1928,Myra Singh,35.0,Other,,1684505.0
8,Reyansh Gupta,67.0,Other,Jaipur,876703.0
2507,Shaurya Iyer,35.0,Female,Bangalore,1680080.0
1508,Pari Gupta,36.0,Female,Kolkata,931064.0
3081,Arjun Gupta,18.0,Male,Mumbai,579843.0
1901,Ishaan Das,65.0,Other,Kolkata,1070460.0
403,Riya Patel,38.0,Female,,1971003.0
3212,Saanvi Kumar,,Other,Surat,1461941.0
4359,Arjun Kumar,34.0,Other,,1150975.0
738,Arjun Patel,,Male,Mumbai,1997348.0
4841,Myra Joshi,59.0,Other,Kolkata,611602.0
4547,Aadhya Mehta,45.0,Other,Pune,1287823.0
609,Myra Sharma,39.0,Male,Ahmedabad,1880553.0
3527,Myra Das,,Female,Pune,900541.0
4640,Aarav Iyer,39.0,Other,Chennai,384347.0
770,Arjun Joshi,50.0,,Jaipur,1203654.0
1804,Sara Patel,48.0,Female,Chennai,582358.0
763,Sai Patel,69.0,Other,Jaipur,1896931.0
3949,Ishaan Patel,35.0,Male,Ahmedabad,1397606.0
2566,Krishna Mehta,43.0,Female,Mumbai,
186,Sara Reddy,36.0,Other,Ahmedabad,1819660.0
4269,Krishna Patel,21.0,Male,Delhi,728898.0
4807,Shaurya Patel,20.0,Female,Jaipur,1863785.0
1510,Saanvi Reddy,63.0,Male,Bangalore,
1985,Arjun Sharma,44.0,Other,Chennai,427969.0
1212,Pari Sharma,24.0,Female,Pune,468530.0
718,Sara Gupta,34.0,Male,,1650841.0
4900,Aditya Kumar,44.0,Other,Jaipur,1919635.0
1770,Vihaan Singh,,Female,Hyderabad,880962.0
115,Reyansh Gupta,64.0,Other,Chennai,
4466,Pari Kumar,47.0,Female,Delhi,372462.0
2759,Krishna Kumar,59.0,Other,Ahmedabad,1645576.0
2829,Vihaan Sharma,,Male,Hyderabad,1201239.0
922,Myra Kumar,60.0,Male,Surat,445288.0
2857,Aanya Singh,23.0,Male,Delhi,1553476.0
1004,Ishaan Iyer,29.0,Other,,1418112.0
163,Riya Patel,52.0,Male,Hyderabad,205407.0
402,Aarav Joshi,32.0,Other,Bangalore,5616368.0
1779,Aanya Das,,Male,Bangalore,490530.0
3215,Sai Singh,35.0,Female,Delhi,
4808,Saanvi Joshi,57.0,Other,Bangalore,302576.0
3577,Arjun Reddy,33.0,Male,Surat,824654.0
3457,Vihaan Patel,48.0,Female,Kolkata,
1476,Vihaan Singh,25.0,,Jaipur,1478873.0
216,Vihaan Patel,63.0,Male,Pune,1027343.0
4429,Saanvi Reddy,44.0,Male,Jaipur,980735.0
3992,Krishna Patel,38.0,Female,Delhi,995901.0
2646,Ananya Reddy,53.0,Female,Delhi,1517136.0
707,Aanya Das,36.0,Female,Ahmedabad,
2914,Sai Singh,34.0,Female,Ahmedabad,257198.0
3029,Vivaan Mehta,24.0,Female,,1012968.0
3681,Saanvi Joshi,,Male,Delhi,1791136.0
1849,Riya Kumar,29.0,Female,,934845.0
1998,Saanvi Joshi,37.0,Female,Bangalore,713200.0
3856,Saanvi Kumar,66.0,Male,Chennai,408176.0
2960,Aarav Reddy,,Male,Ahmedabad,1520940.0
4747,Ishaan Reddy,43.0,Other,Hyderabad,456955.0
4780,Shaurya Kumar,28.0,Female,,1744581.0
4020,Ananya Das,35.0,Female,Jaipur,342009.0
2420,Riya Singh,67.0,Other,Pune,983839.0
1758,Diya Gupta,43.0,Other,Pune,1833173.0
1474,Ananya Joshi,29.0,Female,Surat,1754290.0
2344,Aarav Kumar,38.0,Male,Chennai,1234593.0
835,Aanya Gupta,59.0,Other,Ahmedabad,1428580.0
3537,Aarav Singh,34.0,Female,Ahmedabad,1066574.0
573,Aanya Sharma,19.0,Male,Jaipur,7875980.0
4,Ira Kumar,58.0,Male,Ahmedabad,1878772.0
2517,Ishaan Kumar,22.0,Other,Surat,1463493.0
4552,Ishaan Sharma,41.0,Other,Bangalore,1664638.0
147,Ira Patel,41.0,Other,Mumbai,1150953.0
4278,Shaurya Sharma,58.0,Male,Surat,1969618.0
1064,Ira Sharma,61.0,Female,Bangalore,
4537,Myra Singh,39.0,Male,Ahmedabad,1212792.0
4945,Shaurya Das,43.0,Female,Surat,1236067.0
1226,Myra Reddy,19.0,Male,,1997122.0
367,Saanvi Sharma,52.0,Female,Mumbai,1281999.0
3083,Sai Das,50.0,Male,Mumbai,1573722.0
3184,Aditya Sharma,53.0,Other,Surat,664993.0
2692,Vihaan Kumar,36.0,Male,Pune,898399.0
4682,Riya Kumar,62.0,Male,Jaipur,1805819.0
2703,Myra Reddy,32.0,Other,Kolkata,503534.0
1813,Aadhya Gupta,62.0,Female,Mumbai,
2725,Sara Reddy,39.0,Other,Bangalore,1251173.0
2514,Reyansh Mehta,40.0,,Ahmedabad,443727.0
1357,Ananya Patel,47.0,Male,Chennai,1493007.0
3065,Sara Mehta,50.0,Female,Jaipur,
3106,Diya Singh,35.0,,Pune,932597.0
1932,Aarav Sharma,18.0,Other,Jaipur,861640.0
1979,Ishaan Reddy,49.0,Female,Surat,1989460.0
402,Aarav Joshi,32.0,Other,Bangalore,5616368.0
3335,Riya Iyer,54.0,Other,Pune,
1598,Sai Gupta,,Female,Pune,1942845.0
903,Vivaan Sharma,33.0,Male,Bangalore,610047.0
2786,Ishaan Reddy,48.0,Other,Chennai,1012898.0
435,Sai Patel,42.0,Female,Chennai,1485394.0
1170,Arjun Patel,68.0,Other,Hyderabad,1333470.0
3705,Vihaan Joshi,41.0,Other,Surat,578109.0
4577,Ira Reddy,68.0,Female,Kolkata,1379946.0
1802,Vihaan Mehta,33.0,Male,Mumbai,1029660.0
2682,Vihaan Gupta,32.0,Other,Delhi,1680243.0
3255,Shaurya Kumar,57.0,Male,Mumbai,1699159.0
4223,Aadhya Reddy,37.0,Other,Surat,1497387.0
4956,Arjun Gupta,38.0,Other,Kolkata,286639.0
3024,Saanvi Reddy,35.0,Other,Pune,474358.0
4109,Shaurya Sharma,60.0,Other,Pune,
2281,Reyansh Sharma,39.0,Other,,770253.0
217,Ananya Gupta,34.0,Male,Ahmedabad,320681.0
4378,Saanvi Das,44.0,Other,Ahmedabad,1073928.0
3521,Sai Kumar,54.0,,Chennai,1608330.0
503,Sara Singh,29.0,Male,Kolkata,1209698.0
3424,Sai Das,60.0,Other,Chennai,700383.0
3730,Vivaan Reddy,25.0,Other,Kolkata,1815418.0
1365,Aditya Mehta,20.0,Male,,889254.0
4234,Aarav Sharma,66.0,Female,Hyderabad,1405553.0
4065,Vivaan Iyer,31.0,Male,Ahmedabad,1256630.0
4635,Myra Patel,22.0,Female,Mumbai,1165961.0
18,Ananya Joshi,62.0,Male,Mumbai,1616350.0
4292,Myra Das,56.0,Male,Pune,908717.0
4571,Aanya Sharma,39.0,Male,Chennai,765794.0
105,Ishaan Iyer,33.0,Male,Kolkata,1413682.0
3905,Ishaan Iyer,22.0,Other,Delhi,1327318.0
2107,Pari Patel,40.0,Male,Jaipur,1412869.0
2374,Myra Joshi,21.0,Male,Bangalore,1981867.0
4650,Aditya Reddy,66.0,,Pune,685114.0
2008,Ira Gupta,30.0,Other,Mumbai,1144376.0
3722,Aanya Singh,21.0,Female,Mumbai,349906.0
3499,Vihaan Mehta,,Male,Delhi,1724838.0
1448,Ishaan Joshi,20.0,Other,Kolkata,1359504.0
4629,Pari Joshi,53.0,Male,Surat,1161410.0
2027,Myra Iyer,25.0,Other,Bangalore,1164175.0
2833,Sara Iyer,37.0,Other,Delhi,1079901.0
511,Saanvi Joshi,41.0,Male,Pune,1332552.0
4588,Reyansh Sharma,64.0,Female,Bangalore,1356006.0
3879,Myra Singh,62.0,Other,Bangalore,1858551.0
2407,Ananya Joshi,69.0,,Mumbai,494389.0
2688,Ananya Joshi,30.0,Female,Mumbai,7955116.0
1141,Ira Gupta,38.0,,Ahmedabad,469913.0
2285,Ananya Iyer,59.0,Other,Bangalore,
3411,Reyansh Gupta,68.0,Other,Kolkata,1499451.0
468,Diya Joshi,33.0,Other,Mumbai,1794540.0
13,Aanya Das,40.0,,Mumbai,1878117.0
4220,Myra Das,53.0,Female,,1106107.0
1604,Saanvi Reddy,69.0,Female,Mumbai,454819.0
1750,Ishaan Sharma,38.0,Other,Bangalore,1410150.0
549,Sara Iyer,30.0,Male,,1610787.0
3538,Ishaan Gupta,30.0,Female,Pune,811422.0
3062,Ananya Kumar,,Female,Chennai,677148.0
1472,Aditya Joshi,64.0,Male,Jaipur,
161,Aanya Sharma,19.0,Female,Surat,246404.0
1194,Arjun Mehta,47.0,Male,Ahmedabad,1620701.0
4617,Diya Singh,27.0,Male,Jaipur,1334851.0
1300,Aarav Gupta,31.0,Female,Mumbai,1875429.0
2660,Riya Kumar,34.0,Female,Hyderabad,1095227.0
1278,Diya Iyer,56.0,Female,Ahmedabad,235251.0
4003,Myra Patel,33.0,Female,Chennai,1094225.0
3449,Reyansh Singh,30.0,Male,Surat,1052453.0
1533,Ira Kumar,36.0,Other,Kolkata,1035608.0
1846,Vivaan Singh,54.0,Male,Bangalore,878123.0
1906,Reyansh Mehta,33.0,Male,Mumbai,4051964.0
2546,Myra Reddy,46.0,Male,Pune,1981685.0
3551,Aanya Kumar,32.0,Male,Chennai,377125.0
2426,Riya Reddy,56.0,Other,Pune,1392366.0
4887,Ishaan Singh,52.0,Male,Ahmedabad,1054423.0
1164,Vihaan Das,30.0,Other,Delhi,840758.0
706,Saanvi Iyer,54.0,Other,Mumbai,1645939.0
3370,Sara Sharma,18.0,,Surat,501998.0
3438,Shaurya Patel,,Female,Chennai,957033.0
2938,Myra Iyer,30.0,Male,Pune,799424.0
1237,Ishaan Das,18.0,Female,Ahmedabad,1472213.0
430,Myra Joshi,,Female,Bangalore,965331.0
3026,Reyansh Das,21.0,Other,Surat,
1341,Ananya Kumar,35.0,Female,Bangalore,1781962.0
3643,Pari Sharma,43.0,Male,Chennai,485904.0
443,Myra Reddy,32.0,,Jaipur,1478578.0
3311,Saanvi Joshi,66.0,Male,Bangalore,1045914.0
1722,Myra Joshi,61.0,Other,Pune,1960156.0
2436,Diya Reddy,30.0,Male,Pune,1093195.0
387,Saanvi Kumar,42.0,Other,Delhi,1833675.0
4589,Saanvi Singh,55.0,Male,Jaipur,1240445.0
3277,Vivaan Reddy,57.0,Other,Bangalore,784073.0
3038,Shaurya Iyer,48.0,Female,Ahmedabad,1302875.0
79,Pari Gupta,33.0,Other,Surat,
2034,Saanvi Gupta,67.0,Other,Hyderabad,
3934,Sara Kumar,40.0,Female,,1218190.0
1724,Ishaan Das,,Male,Surat,644551.0
3993,Diya Singh,43.0,Female,Delhi,1722860.0
4609,Vihaan Gupta,49.0,Male,Pune,1799483.0
2516,Sai Mehta,56.0,Male,Jaipur,
4884,Ishaan Gupta,29.0,Male,Jaipur,1115453.0
1454,Riya Joshi,58.0,Other,Ahmedabad,717836.0
4983,Aarav Joshi,22.0,Female,Mumbai,1254184.0
1639,Aanya Das,57.0,Female,Pune,384968.0
4070,Myra Mehta,61.0,Other,Pune,1385040.0
1636,Ananya Joshi,38.0,,Hyderabad,1352463.0
3969,Diya Sharma,60.0,Other,,318379.0
4541,Sai Patel,25.0,Female,,1215887.0
747,Shaurya Joshi,65.0,Male,Surat,884414.0
3496,Arjun Kumar,65.0,Other,Delhi,200189.0
3242,Saanvi Sharma,39.0,Female,Delhi,1627222.0
44,Riya Joshi,68.0,Other,Jaipur,
724,Aadhya Das,23.0,Other,Kolkata,303625.0
1268,Arjun Singh,68.0,Other,Kolkata,1973499.0
3620,Aditya Reddy,27.0,Female,Surat,1108350.0
3188,Arjun Joshi,61.0,Other,Surat,216103.0
1337,Reyansh Singh,30.0,Female,Delhi,5634720.0
4157,Myra Patel,58.0,Female,Ahmedabad,1591960.0
3664,Aarav Iyer,53.0,Other,Chennai,206067.0
2653,Aarav Reddy,41.0,Male,Kolkata,
510,Diya Mehta,33.0,Other,Bangalore,450438.0
3210,Riya Das,46.0,Other,Pune,932062.0
2651,Vivaan Kumar,69.0,Female,Ahmedabad,1946642.0
1459,Aditya Sharma,41.0,,Surat,614334.0
72,Ananya Reddy,21.0,Female,Pune,
1666,Sai Das,25.0,Other,Bangalore,433062.0
498,Ananya Iyer,33.0,Other,,1783104.0
2943,Ishaan Iyer,18.0,Male,Kolkata,1406239.0
734,Vihaan Singh,21.0,Other,Chennai,893678.0
3621,Aanya Joshi,48.0,Male,Jaipur,1747074.0
199,Sara Iyer,66.0,Male,Kolkata,436987.0
4972,Aanya Reddy,55.0,Other,Pune,1197557.0
2912,Diya Sharma,60.0,Female,Ahmedabad,833360.0
4193,Saanvi Patel,33.0,,Chennai,3564504.0
2548,Aarav Reddy,40.0,Male,Ahmedabad,
4013,Aarav Sharma,30.0,Male,Hyderabad,1670176.0
3610,Reyansh Mehta,67.0,Other,Pune,1500943.0
4529,Aadhya Kumar,36.0,,Mumbai,1477667.0
2227,Ira Kumar,65.0,Other,Hyderabad,1291242.0
477,Aarav Sharma,41.0,Female,Mumbai,1583350.0
4674,Shaurya Das,21.0,Female,Ahmedabad,855195.0
4482,Ishaan Patel,54.0,Male,Delhi,1508807.0
20,Aditya Iyer,34.0,Other,Mumbai,388964.0
4057,Ananya Mehta,19.0,,Ahmedabad,1671245.0
993,Pari Singh,40.0,Male,Delhi,986202.0
3924,Shaurya Reddy,53.0,Female,Kolkata,535038.0
3142,Sara Joshi,26.0,Female,Jaipur,1978184.0
768,Arjun Das,26.0,Male,Ahmedabad,1101000.0
4670,Pari Sharma,43.0,Other,Hyderabad,1341246.0
3240,Arjun Gupta,33.0,Female,Pune,329490.0
4304,Riya Kumar,19.0,Male,Delhi,386004.0
3236,Sara Iyer,49.0,Male,Kolkata,347536.0
1419,Ishaan Sharma,19.0,Male,Delhi,1631408.0
2989,Vivaan Gupta,22.0,Other,Hyderabad,658538.0
4155,Aarav Das,57.0,Other,Jaipur,1094554.0
2558,Riya Sharma,62.0,Other,Kolkata,284731.0
1047,Sai Mehta,42.0,Other,Kolkata,1990505.0
2609,Riya Joshi,24.0,Male,Kolkata,1194120.0
1686,Reyansh Das,31.0,Male,Kolkata,654283.0
1582,Myra Iyer,65.0,Other,Kolkata,649093.0
954,Krishna Iyer,23.0,Male,Bangalore,1424204.0
1575,Myra Sharma,52.0,Female,Delhi,302161.0
1518,Vivaan Reddy,64.0,Male,Pune,1589473.0
2562,Shaurya Iyer,22.0,Other,Jaipur,490201.0
4221,Myra Das,63.0,Male,Surat,303558.0
3147,Ananya Iyer,58.0,Female,Chennai,646591.0
1265,Aarav Iyer,65.0,Male,Bangalore,445391.0
852,Aarav Joshi,34.0,Male,,1966401.0
4922,Riya Iyer,20.0,,Hyderabad,441878.0
2679,Vihaan Patel,50.0,Male,Hyderabad,1045912.0
1625,Diya Mehta,19.0,Male,Jaipur,1344694.0
1749,Riya Sharma,22.0,Male,Mumbai,1374405.0
2405,Aarav Reddy,,Other,Hyderabad,845229.0
